# Process start: 2015-11-03T00:12:32.956620
# Process finish: 2015-11-03T04:04:54.827667
# rup_dim_model = S14, mech = R, LW = False, AR = 1.0, ndip = 7, mindip = 0.523599, maxdip = 1.047198, ntheta = 73, maxnx = 40, nz = 20
# neps = 7, trunc = 3, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
0.100000,17.340006,16.828197,16.147186,15.251672,14.097128,12.656384,10.953756,9.121656,7.462408,6.439405,6.426982,7.329856,8.554922,9.494820,9.933048,10.047461,10.054033,10.054033,10.054033,10.054033,10.054033
0.125893,17.336723,16.825513,16.145040,15.250023,14.095944,12.655634,10.953406,9.121657,7.462691,6.439864,6.427440,7.330093,8.554819,9.494464,9.932593,10.046994,10.053564,10.053564,10.053564,10.053564,10.053564
0.158489,17.331412,16.821183,16.141587,15.247376,14.094046,12.654432,10.952840,9.121653,7.463140,6.440613,6.428257,7.330712,8.555088,9.494465,9.932485,10.046872,10.053438,10.053438,10.053438,10.053438,10.053438
0.199526,17.322809,16.814185,16.136018,15.243114,14.090993,12.652499,10.951928,9.121636,7.463845,6.441817,6.429663,7.331998,8.556059,9.495175,9.933085,10.047456,10.054019,10.054019,10.054019,10.054019,10.054019
0.251189,17.308865,16.802854,16.127017,15.236235,14.086070,12.649379,10.950449,9.121589,7.464952,6.443728,6.431975,7.334325,8.558168,9.497072,9.934883,10.049237,10.055796,10.055796,10.055796,10.055796,10.055796
0.316228,17.286294,16.784491,16.112444,15.225110,14.078112,12.644330,10.948034,9.121472,7.466679,6.446720,6.435607,7.338078,8.561763,9.500483,9.938197,10.052528,10.059082,10.059082,10.059082,10.059082,10.059082
0.398107,17.249938,16.754762,16.088822,15.207079,14.065213,12.636131,10.944078,9.121203,7.469362,6.451427,6.441356,7.344052,8.567510,9.505947,9.943510,10.057801,10.064352,10.064352,10.064352,10.064352,10.064352
0.501187,17.191909,16.706836,16.050565,15.177827,14.044260,12.622774,10.937565,9.120620,7.473517,6.458840,6.450467,7.353548,8.576646,9.514620,9.951937,10.066165,10.072714,10.072714,10.072714,10.072714,10.072714
0.630957,17.100519,16.630234,15.988843,15.130393,14.010174,12.600948,10.926777,9.119381,7.479893,6.470422,6.464653,7.368131,8.590484,9.527787,9.964877,10.079102,10.085646,10.085646,10.085646,10.085646,10.085646
0.794328,16.959103,16.509453,15.890106,15.053763,13.954742,12.565212,10.908831,9.116820,7.489580,6.488479,6.486935,7.391161,8.612422,9.548610,9.985224,10.099382,10.105913,10.105913,10.105913,10.105913,10.105913
1.000000,16.745037,16.322580,15.734382,14.931041,13.864924,12.506692,10.878871,9.111634,7.504127,6.516513,6.521901,7.427672,8.647601,9.582221,10.018112,10.132139,10.138658,10.138658,10.138658,10.138658,10.138658
1.258925,16.429795,16.040627,15.493840,14.737497,13.720762,12.411236,10.828825,9.101352,7.525640,6.559801,6.576383,7.484741,8.702902,9.635697,10.071023,10.185104,10.191634,10.191636,10.191636,10.191636,10.191636
1.584893,15.980254,15.628756,15.132933,14.439439,13.493387,12.257236,10.745647,9.081462,7.556853,6.626251,6.661318,7.574679,8.790960,9.721372,10.156008,10.270270,10.276892,10.276905,10.276905,10.276905,10.276905
1.995262,15.361470,15.049599,14.611479,13.995730,13.144638,12.013908,10.609336,9.044098,7.601055,6.727414,6.792875,7.715202,8.929595,9.857285,10.291689,10.406721,10.413664,10.413722,10.413723,10.413723,10.413723
2.511886,14.541346,14.269009,13.891280,13.363702,12.630640,11.642109,10.391814,8.976623,7.661764,6.879975,6.996027,7.935117,9.148766,10.073667,10.508588,10.625357,10.633109,10.633336,10.633350,10.633350,10.633350
3.162278,13.497441,13.263606,12.945632,12.510133,11.911304,11.100319,10.058972,8.861091,7.742087,7.106896,7.307783,8.278933,9.496071,10.419202,10.856116,10.976423,10.986093,10.986854,10.986920,10.986922,10.986922
3.981072,12.226257,12.029751,11.769497,11.424659,10.966109,10.357797,9.578413,8.676451,7.844066,7.437818,7.780958,8.813353,10.043939,10.968012,11.409288,11.535862,11.549293,11.551304,11.551574,11.551587,11.551587
5.011872,10.753073,10.593066,10.388476,10.130377,9.809186,9.412849,8.933698,8.404916,7.967986,7.906813,8.486600,9.637061,10.905124,11.837458,12.286474,12.422506,12.442385,12.447108,12.448068,12.448141,12.448142
6.309573,9.138122,9.014161,8.863478,8.687694,8.495297,8.303824,8.137977,8.039760,8.109929,8.542858,9.506290,10.880483,12.238915,13.196923,13.658731,13.808084,13.838673,13.848917,13.851661,13.851978,13.851991
7.943282,7.473491,7.384845,7.285770,7.186859,7.111672,7.104586,7.234294,7.584495,8.251482,9.347169,10.904173,12.685136,14.242334,15.268282,15.754908,15.922743,15.968733,15.988138,15.994712,15.995947,15.996034
10.000000,5.867410,5.811805,5.759943,5.729626,5.756174,5.904679,6.284000,7.044611,8.338783,10.252260,12.664975,15.130564,17.084590,18.274958,18.819673,19.015785,19.083707,19.119368,19.135085,19.139369,19.139796
12.589254,4.421185,4.394261,4.382513,4.409059,4.517595,4.787335,5.355026,6.434784,8.288585,11.086837,14.626580,18.171181,20.880535,22.453304,23.151149,23.408397,23.515290,23.580943,23.615636,23.627665,23.629682
