# Program: /home/emthompson/DistanceConversion/RjbMeanVar.py
# Config file: Rjb_WC94_mechSS_ar1p7_seis0-20.ini
# Process start: 2015-11-03T11:03:51.275128
# Process finish: 2015-11-03T11:11:56.994646
# rup_dim_model = WC94, mech = SS, LW = False, AR = 1.7, ndip = 4, mindip = 1.308997, maxdip = 1.570796, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,0.289126,0.250735,0.218900,0.193769,0.174469,0.159912,0.148969,0.140645,0.134265,0.129388,0.125685,0.123008,0.121505,0.120962,0.120865,0.120861,0.120861,0.120861,0.120861,0.120861,0.120861
0.125893,0.327673,0.284585,0.246867,0.215784,0.191360,0.172634,0.158528,0.147929,0.139855,0.133660,0.128939,0.125507,0.123540,0.122827,0.122699,0.122693,0.122693,0.122693,0.122693,0.122693,0.122693
0.158489,0.369150,0.322682,0.280112,0.243076,0.212754,0.189011,0.170850,0.157200,0.146925,0.139083,0.133086,0.128721,0.126210,0.125281,0.125108,0.125099,0.125099,0.125099,0.125099,0.125099,0.125099
0.199526,0.412253,0.363862,0.317742,0.275699,0.239357,0.209802,0.186736,0.169131,0.155914,0.145949,0.138357,0.132816,0.129642,0.128471,0.128259,0.128249,0.128249,0.128249,0.128249,0.128249,0.128249
0.251189,0.455237,0.406842,0.358597,0.312842,0.271351,0.235727,0.206930,0.184527,0.167477,0.154669,0.145026,0.138009,0.133963,0.132467,0.132190,0.132176,0.132176,0.132176,0.132176,0.132176,0.132176
0.316228,0.496390,0.449930,0.401434,0.353357,0.307988,0.267064,0.232178,0.204146,0.182397,0.165867,0.153490,0.144596,0.139489,0.137597,0.137248,0.137231,0.137231,0.137231,0.137231,0.137231,0.137231
0.398107,0.534729,0.491387,0.444601,0.396030,0.348140,0.303178,0.262852,0.228721,0.201440,0.180325,0.164346,0.152934,0.146468,0.144074,0.143631,0.143610,0.143610,0.143610,0.143610,0.143610,0.143610
0.501187,0.570217,0.530102,0.486335,0.439256,0.390628,0.342953,0.298426,0.258721,0.225365,0.198815,0.178360,0.163604,0.155283,0.152244,0.151684,0.151656,0.151656,0.151656,0.151656,0.151656,0.151656
0.630957,0.603532,0.565919,0.525423,0.481248,0.433893,0.385225,0.337803,0.293744,0.254682,0.222092,0.196317,0.177386,0.166551,0.162591,0.161874,0.161840,0.161840,0.161840,0.161840,0.161840,0.161840
0.794328,0.635763,0.599450,0.561585,0.520696,0.476129,0.428501,0.379835,0.332709,0.289126,0.250735,0.218976,0.195049,0.180994,0.175693,0.174693,0.174643,0.174643,0.174643,0.174643,0.174643,0.174643
