# Process start: 2015-11-02T11:55:27.788288
# Process finish: 2015-11-02T21:39:56.339008
# rup_dim_model = S14, mech = A, LW = False, AR = 1.0, ndip = 19, mindip = 0.000000, maxdip = 1.570796, ntheta = 73, maxnx = 40, nz = 20
# neps = 7, trunc = 3, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
0.100000,18.353435,17.868160,17.236665,16.428979,15.423156,14.222802,12.889810,11.596238,10.654411,10.333314,10.497629,10.446721,9.885976,9.839418,10.665275,11.714772,12.484945,13.093643,13.610592,14.018285,14.242368
0.125893,18.349703,17.865087,17.234164,16.426978,15.421591,14.221611,12.888934,11.595617,10.653966,10.332964,10.497304,10.446375,9.885586,9.838949,10.664690,11.714074,12.484164,13.092799,13.609702,14.017363,14.241430
0.158489,18.343812,17.860218,17.230187,16.423785,15.419087,14.219705,12.887537,11.594629,10.653264,10.332424,10.496845,10.445966,9.885192,9.838485,10.664073,11.713296,12.483267,13.091813,13.608649,14.016263,14.240308
0.199526,18.334514,17.852511,17.223874,16.418699,15.415087,14.216657,12.885302,11.593051,10.652149,10.331581,10.496178,10.445470,9.884823,9.838073,10.663457,11.712445,12.482243,13.090659,13.607396,14.014944,14.238955
0.251189,18.319843,17.840314,17.213857,16.410610,15.408707,14.211784,12.881725,11.590526,10.650367,10.330236,10.495136,10.444778,9.884445,9.837707,10.662811,11.711445,12.480981,13.089201,13.605791,14.013238,14.237199
0.316228,18.296696,17.821009,17.197968,16.397755,15.398545,14.204000,12.876000,11.586484,10.647517,10.328098,10.493546,10.443880,9.884186,9.837560,10.662270,11.710369,12.479510,13.087434,13.603800,14.011094,14.234981
0.398107,18.260191,17.790457,17.172763,16.377331,15.382378,14.191593,12.866851,11.580010,10.642952,10.324687,10.491074,10.442625,9.884067,9.837690,10.661814,11.709085,12.477617,13.085082,13.601102,14.008162,14.231933
0.501187,18.202711,17.742139,17.132801,16.344895,15.356674,14.171847,12.852265,11.569663,10.635636,10.319222,10.487171,10.440795,9.884181,9.838290,10.661532,11.707511,12.475092,13.081843,13.597326,14.004019,14.227610
0.630957,18.112654,17.665881,17.069528,16.293447,15.315860,14.140471,12.829068,11.553176,10.623943,10.310463,10.480921,10.437916,9.884527,9.839600,10.661622,11.705656,12.471752,13.077389,13.592032,13.998154,14.221464
0.794328,17.973057,17.546225,16.969670,16.212055,15.251213,14.090749,12.792301,11.527026,10.605343,10.296429,10.470677,10.432863,9.884705,9.841700,10.662167,11.703326,12.467102,13.070988,13.584311,13.989537,14.212407
1.000000,17.760454,17.360709,16.813203,16.083929,15.149261,14.012287,12.734310,11.485821,10.576004,10.274148,10.454301,10.424710,9.884830,9.844853,10.663115,11.700083,12.460415,13.061542,13.572787,13.976599,14.198777
1.258925,17.444742,17.078857,16.571374,15.884064,14.989653,13.889337,12.643505,11.421471,10.530318,10.239378,10.428552,10.411766,9.884959,9.849803,10.664699,11.695342,12.450552,13.047492,13.555461,13.957047,14.178133
1.584893,16.990479,16.663246,16.206237,15.577270,14.742702,13.698692,12.502850,11.322244,10.460308,10.184783,10.383451,10.381436,9.872942,9.845148,10.654490,11.674682,12.421593,13.011841,13.514457,13.912337,14.131609
1.995262,16.359760,16.072909,15.673523,15.118723,14.367862,13.407597,12.288281,11.171887,10.355779,10.104169,10.316099,10.334667,9.853343,9.836584,10.637264,11.641189,12.375456,12.955541,13.450009,13.842095,14.058511
2.511886,15.516883,15.269241,14.929402,14.459467,13.815896,12.973324,11.967710,10.949344,10.204818,9.993087,10.230182,10.284659,9.846983,9.847905,10.636160,11.616077,12.331580,12.897004,13.379834,13.763556,13.975694
3.162278,14.435256,14.223968,13.940859,13.558114,13.037963,12.347611,11.502558,10.630001,9.996045,9.850705,10.134620,10.250900,9.882353,9.910849,10.681679,11.627046,12.314966,12.858594,13.324566,13.696451,13.902572
3.981072,13.107360,12.928915,12.697277,12.396555,12.003329,11.489806,10.854755,10.189933,9.723692,9.688444,10.058463,10.280848,10.020640,10.090287,10.835628,11.732301,12.381899,12.894670,13.336480,13.691766,13.889767
5.011872,11.555552,11.406694,11.220976,10.993573,10.719273,10.389434,10.002573,9.614612,9.394634,9.538221,10.059238,10.457249,10.363326,10.493796,11.202940,12.031120,12.626632,13.095856,13.503375,13.835268,14.022103
6.309573,9.840189,9.718591,9.574326,9.411874,9.242841,9.085822,8.962119,8.911781,9.035315,9.462666,10.242203,10.926220,11.085388,11.305334,11.963565,12.696088,13.216374,13.624900,13.983948,14.282286,14.453654
7.943282,8.058629,7.963192,7.857580,7.753826,7.677171,7.671730,7.798520,8.119535,8.689736,9.552804,10.769361,11.920245,12.466832,12.821351,13.412030,14.016052,14.436045,14.763802,15.056867,15.308579,15.458609
10.000000,6.330575,6.261073,6.192613,6.143266,6.148780,6.273192,6.616772,7.299367,8.395181,9.891867,11.833538,13.756279,14.916671,15.497112,16.019931,16.463683,16.751633,16.972242,17.178907,17.369396,17.490647
