# Program: /home/emthompson/DistanceConversion/RjbMeanVar.py
# Config file: Rjb_WC94_mechA_ar1p0_seis0-20.ini
# Process start: 2015-11-03T08:49:11.116515
# Process finish: 2015-11-03T09:35:17.822405
# rup_dim_model = WC94, mech = A, LW = False, AR = 1.0, ndip = 19, mindip = 0.000000, maxdip = 1.570796, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
39.810717,0.983961,0.979187,0.973003,0.965002,0.954665,0.941332,0.924175,0.902164,0.874043,0.838265,0.792451,0.733742,0.662858,0.588327,0.522342,0.472113,0.437313,0.414179,0.399084,0.389440,0.383507
50.118723,0.987248,0.983447,0.978521,0.972141,0.963888,0.953227,0.939480,0.921795,0.899117,0.870109,0.832560,0.783121,0.720229,0.648880,0.579918,0.523036,0.481543,0.453384,0.434877,0.422939,0.415445
63.095734,0.989863,0.986839,0.982917,0.977835,0.971253,0.962740,0.951745,0.937570,0.919342,0.895932,0.865390,0.824378,0.769996,0.704290,0.635745,0.574558,0.526797,0.493011,0.470436,0.455751,0.446407
79.432823,0.991943,0.989538,0.986417,0.982371,0.977126,0.970336,0.961555,0.950216,0.935602,0.916775,0.892069,0.858418,0.812306,0.753475,0.687769,0.624821,0.572239,0.532876,0.505656,0.487700,0.476139
100.000000,0.993598,0.991685,0.989203,0.985982,0.981806,0.976395,0.969390,0.960333,0.948639,0.933539,0.913636,0.886239,0.847752,0.796274,0.734995,0.672274,0.616622,0.572521,0.540498,0.518739,0.504540
125.892541,0.994913,0.993392,0.991418,0.988856,0.985533,0.981224,0.975641,0.968415,0.959072,0.946986,0.931001,0.908825,0.877104,0.833010,0.777288,0.716281,0.658896,0.611160,0.574816,0.549042,0.531767
158.489319,0.995958,0.994749,0.993180,0.991143,0.988499,0.985070,0.980624,0.974864,0.967409,0.957750,0.944942,0.927069,0.901159,0.864048,0.814590,0.756664,0.698664,0.648114,0.608106,0.578483,0.557838
199.526231,0.996788,0.995828,0.994580,0.992961,0.990858,0.988130,0.984592,0.980004,0.974061,0.966352,0.956108,0.941749,0.920726,0.889952,0.847084,0.793500,0.736015,0.683193,0.639927,0.606870,0.582911
251.188643,0.997448,0.996685,0.995694,0.994406,0.992735,0.990565,0.987750,0.984098,0.979364,0.973218,0.965037,0.953528,0.936553,0.911305,0.874888,0.826622,0.771033,0.716660,0.670302,0.634041,0.607073
316.227766,0.997973,0.997366,0.996579,0.995555,0.994227,0.992502,0.990263,0.987357,0.983589,0.978693,0.972167,0.962960,0.949303,0.928750,0.898338,0.855978,0.803689,0.748810,0.699566,0.660010,0.630108
398.107171,0.998390,0.997908,0.997282,0.996469,0.995413,0.994041,0.992261,0.989950,0.986952,0.983054,0.977853,0.970499,0.959542,0.942906,0.917829,0.881497,0.833726,0.779740,0.728158,0.685135,0.652074
501.187234,0.998721,0.998338,0.997841,0.997194,0.996355,0.995265,0.993850,0.992013,0.989628,0.986526,0.982384,0.976517,0.967745,0.954337,0.933847,0.903276,0.860836,0.809263,0.756351,0.709942,0.673383
630.957344,0.998984,0.998680,0.998284,0.997771,0.997104,0.996238,0.995113,0.993653,0.991756,0.989289,0.985992,0.981316,0.974305,0.963532,0.946902,0.921561,0.884815,0.837065,0.784203,0.734841,0.694506
794.328235,0.999193,0.998951,0.998637,0.998229,0.997699,0.997011,0.996117,0.994956,0.993449,0.991487,0.988864,0.985140,0.979544,0.970910,0.957478,0.936692,0.905539,0.862623,0.811409,0.760052,0.715954
1000.000000,0.999359,0.999167,0.998917,0.998593,0.998172,0.997626,0.996915,0.995992,0.994794,0.993234,0.991148,0.988184,0.983722,0.976816,0.966007,0.949090,0.923126,0.885621,0.837601,0.785581,0.738068
