# Process start: 2015-11-03T00:12:32.956620
# Process finish: 2015-11-03T04:04:54.827638
# rup_dim_model = S14, mech = R, LW = False, AR = 1.0, ndip = 7, mindip = 0.523599, maxdip = 1.047198, ntheta = 73, maxnx = 40, nz = 20
# neps = 7, trunc = 3, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,72.423380,71.618997,70.587401,69.280052,67.650326,65.666358,63.335603,60.744876,58.104688,55.731650,53.833768,52.500714,51.837436,51.896877,52.208298,52.403179,52.403124,52.403124,52.403124,52.403124,52.403124
0.125893,57.531425,56.892155,56.072444,55.033721,53.738943,52.162793,50.311186,48.253075,46.155667,44.270468,42.762780,41.703923,41.177231,41.224593,41.472020,41.626822,41.626781,41.626781,41.626781,41.626781,41.626781
0.158489,45.703310,45.195088,44.543592,43.718166,42.689376,41.437102,39.966034,38.330931,36.664604,35.166839,33.969013,33.127872,32.709599,32.747326,32.943908,33.066874,33.066843,33.066843,33.066843,33.066843,33.066843
0.199526,36.309182,35.904914,35.386915,34.730811,33.913208,32.918111,31.749235,30.450061,29.126071,27.935964,26.984168,26.315855,25.983610,26.013631,26.169809,26.267485,26.267462,26.267462,26.267462,26.267462,26.267462
0.251189,28.848825,28.526939,28.114819,27.593073,26.943096,26.152169,25.223225,24.190785,23.138617,22.192783,21.436298,20.905144,20.641124,20.664961,20.789024,20.866611,20.866593,20.866593,20.866593,20.866593,20.866593
0.316228,22.925013,22.668323,22.340088,21.924877,21.407884,20.778985,20.040488,19.219788,18.383401,17.631468,17.030001,16.607690,16.397776,16.416652,16.515191,16.576818,16.576805,16.576805,16.576805,16.576805,16.576805
0.398107,18.222360,18.017151,17.755266,17.424427,17.012845,16.512450,15.925048,15.272364,14.607204,14.009117,13.530625,13.194652,13.027659,13.042577,13.120838,13.169788,13.169779,13.169779,13.169779,13.169779,13.169779
0.501187,14.490509,14.325827,14.116286,13.852136,13.523990,13.125405,12.657779,12.138326,11.608950,11.132840,10.751824,10.484284,10.351311,10.363066,10.425218,10.464099,10.464092,10.464092,10.464092,10.464092,10.464092
0.630957,11.530776,11.397875,11.229474,11.017874,10.755614,10.437549,10.064744,9.650819,9.229005,8.849499,8.545671,8.332337,8.226321,8.235522,8.284848,8.315714,8.315709,8.315709,8.315709,8.315709,8.315709
0.794328,9.185525,9.077448,8.941221,8.770840,8.560416,8.305847,8.007938,7.677439,7.340680,7.037537,6.794688,6.624171,6.539440,6.546573,6.585707,6.610209,6.610205,6.610205,6.610205,6.610205,6.610205
1.000000,7.329681,7.240969,7.129768,6.991518,6.821648,6.616921,6.377947,6.113193,5.843492,5.600520,5.405674,5.268838,5.200820,5.206226,5.237237,5.256678,5.256674,5.256674,5.256674,5.256674,5.256674
1.258925,5.863933,5.790430,5.698652,5.585274,5.446884,5.281008,5.088131,4.874916,4.657822,4.462014,4.304750,4.194271,4.139287,4.143170,4.167644,4.183029,4.183022,4.183021,4.183021,4.183021,4.183021
1.584893,4.709344,4.647988,4.571403,4.477213,4.363044,4.227155,4.070004,3.896851,3.720687,3.561522,3.433380,3.343280,3.298300,3.300789,3.319980,3.332105,3.332084,3.332083,3.332083,3.332083,3.332083
1.995262,3.803128,3.751697,3.687255,3.607999,3.512377,3.399370,3.269552,3.127138,2.982395,2.851279,2.745336,2.670717,2.633231,2.634336,2.649163,2.658615,2.658559,2.658553,2.658553,2.658553,2.658553
2.511886,3.095317,3.052166,2.997732,2.930427,2.849152,2.753491,2.644270,2.525008,2.403885,2.293709,2.204183,2.140915,2.108751,2.108366,2.119491,2.126697,2.126568,2.126548,2.126547,2.126547,2.126547
3.162278,2.546103,2.509956,2.464003,2.406667,2.336902,2.254553,2.160706,2.058500,1.954595,1.859418,1.781391,1.725882,1.697065,1.694937,1.702783,1.708009,1.707735,1.707678,1.707673,1.707673,1.707673
3.981072,2.123686,2.093515,2.054869,2.006152,1.946144,1.874525,1.792346,1.702523,1.610691,1.525568,1.454791,1.403830,1.376494,1.372207,1.376965,1.380332,1.379804,1.379669,1.379652,1.379652,1.379652
5.011872,1.802519,1.777469,1.745165,1.704045,1.652700,1.590386,1.517688,1.437094,1.353501,1.274474,1.207313,1.157938,1.130186,1.123105,1.124743,1.126244,1.125308,1.125022,1.124970,1.124966,1.124966
6.309573,1.561903,1.541243,1.514441,1.480035,1.436537,1.382784,1.318616,1.245667,1.167995,1.092308,1.025881,0.975427,0.945310,0.934563,0.932826,0.932311,0.930734,0.930171,0.930040,0.930027,0.930026
7.943282,1.384880,1.367964,1.345907,1.317388,1.280952,1.235212,1.179305,1.113731,1.041295,0.967717,0.900259,0.846606,0.812221,0.796694,0.791071,0.788238,0.785739,0.784737,0.784456,0.784412,0.784409
10.000000,1.257414,1.243657,1.225642,1.202210,1.172017,1.133631,1.085787,1.027969,0.961449,0.890418,0.821700,0.763784,0.723617,0.702089,0.691855,0.686282,0.682526,0.680856,0.680294,0.680175,0.680165
12.589254,1.167845,1.156719,1.142100,1.122991,1.098197,1.066360,1.026088,0.976273,0.916856,0.850125,0.781515,0.719576,0.672745,0.644068,0.628355,0.619501,0.614082,0.611470,0.610464,0.610201,0.610167
15.848932,1.106547,1.097591,1.085789,1.070299,1.050087,1.023928,0.990465,0.948376,0.896810,0.836352,0.770243,0.705726,0.652170,0.615470,0.593363,0.580575,0.573064,0.569247,0.567610,0.567091,0.566991
19.952623,1.065721,1.058539,1.049051,1.036557,1.020181,0.998853,0.971327,0.936272,0.892510,0.839519,0.778300,0.713613,0.654439,0.609426,0.580069,0.562633,0.552580,0.547263,0.544755,0.543824,0.543597
25.118864,1.039247,1.033507,1.025908,1.015875,1.002678,0.985405,0.962956,0.934083,0.897514,0.852182,0.797393,0.735070,0.672368,0.619660,0.582530,0.559681,0.546527,0.539389,0.535819,0.534341,0.533902
31.622777,1.022521,1.017946,1.011880,1.003856,0.993270,0.979360,0.961184,0.937621,0.907429,0.869302,0.821560,0.763690,0.700129,0.641213,0.596225,0.567208,0.550331,0.541030,0.536180,0.533958,0.533171
39.810717,1.012218,1.008580,1.003751,0.997352,0.988891,0.977740,0.963105,0.944016,0.919333,0.887721,0.847101,0.795208,0.733495,0.670708,0.618549,0.582817,0.561459,0.549517,0.543100,0.539955,0.538706
50.118723,1.006038,1.003149,0.999311,0.994218,0.987473,0.978560,0.966824,0.951443,0.931416,0.905496,0.871568,0.826427,0.768946,0.705170,0.647258,0.604574,0.577923,0.562764,0.554467,0.550214,0.548344
63.095734,1.002447,1.000154,0.997106,0.993058,0.987689,0.980581,0.971195,0.958850,0.942689,0.921610,0.893657,0.855379,0.803764,0.741663,0.679906,0.630544,0.597920,0.578871,0.568296,0.562681,0.560002
79.432823,1.000446,0.998628,0.996209,0.992993,0.988723,0.983062,0.975571,0.965689,0.952701,0.935660,0.912853,0.880985,0.835960,0.777686,0.714444,0.659328,0.620280,0.596543,0.583164,0.575899,0.572247
100.000000,0.999405,0.997962,0.996043,0.993489,0.990095,0.985591,0.979620,0.971725,0.961317,0.947599,0.929117,0.902918,0.864571,0.811710,0.749387,0.689931,0.644368,0.615188,0.598393,0.589134,0.584295
125.892541,0.998925,0.997781,0.996258,0.994231,0.991534,0.987952,0.983197,0.976899,0.968576,0.957568,0.942663,0.921319,0.889277,0.842692,0.783363,0.721476,0.669889,0.634673,0.613722,0.602005,0.595705
158.489319,0.998766,0.997858,0.996649,0.995040,0.992898,0.990050,0.986267,0.981248,0.974602,0.965789,0.953812,0.936532,0.910107,0.870009,0.815335,0.753248,0.696697,0.655105,0.629195,0.614454,0.606384
199.526231,0.998780,0.998059,0.997100,0.995822,0.994121,0.991857,0.988848,0.984851,0.979551,0.972509,0.962910,0.948983,0.927396,0.893586,0.844700,0.784541,0.724554,0.676694,0.645114,0.626673,0.616435
