# Program: /Users/emthompson/PROJECTS/DistanceConversion/Bruce/RjbMeanVar.py
# Config file: Rjb_WC94_mechSS_ar1p7_seis0-20_dip90.ini
# Process start: 2016-01-19T17:09:40.720897
# Process finish: 2016-01-19T17:09:50.078502
# rup_dim_model = WC94, mech = SS, LW = False, AR = 1.7, ndip = 1, mindip = 1.570796, maxdip = 1.570796, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,0.645113,0.643280,0.641915,0.640915,0.640274,0.639993,0.639931,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.125893,0.647251,0.644885,0.643109,0.641786,0.640824,0.640225,0.639978,0.639930,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.158489,0.649972,0.646957,0.644664,0.642940,0.641660,0.640737,0.640181,0.639968,0.639930,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.199526,0.653426,0.649600,0.646672,0.644447,0.642776,0.641539,0.640656,0.640144,0.639961,0.639929,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.251189,0.657798,0.652951,0.649235,0.646392,0.644234,0.642617,0.641423,0.640582,0.640113,0.639953,0.639929,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.316228,0.663319,0.657194,0.652489,0.648879,0.646118,0.644027,0.642465,0.641315,0.640514,0.640084,0.639947,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.398107,0.670283,0.662558,0.656608,0.652038,0.648530,0.645852,0.643828,0.642320,0.641210,0.640449,0.640057,0.639941,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.501187,0.679061,0.669323,0.661815,0.656039,0.651599,0.648191,0.645594,0.643637,0.642182,0.641109,0.640387,0.640033,0.639937,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.630957,0.690122,0.677849,0.668388,0.661096,0.655487,0.651170,0.647863,0.645350,0.643455,0.642047,0.641011,0.640329,0.640011,0.639933,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
0.794328,0.704052,0.688595,0.676673,0.667479,0.660400,0.654948,0.650755,0.647551,0.645113,0.643280,0.641915,0.640908,0.640249,0.639985,0.639931,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
1.000000,0.721587,0.702130,0.687113,0.675529,0.666600,0.659721,0.654423,0.650355,0.647251,0.644885,0.643106,0.641757,0.640732,0.640137,0.639946,0.639928,0.639928,0.639928,0.639928,0.639928,0.639928
1.258925,0.743491,0.719169,0.700263,0.685672,0.674418,0.665744,0.659059,0.653916,0.649972,0.646957,0.644659,0.642864,0.641396,0.640413,0.640010,0.639931,0.639928,0.639928,0.639928,0.639928,0.639928
1.584893,0.769924,0.740497,0.716820,0.698448,0.684272,0.673341,0.664912,0.658419,0.653426,0.649600,0.646666,0.644345,0.642363,0.640885,0.640132,0.639940,0.639928,0.639928,0.639928,0.639928,0.639928
1.995262,0.799570,0.766402,0.737579,0.714537,0.696686,0.682914,0.672290,0.664102,0.657798,0.652951,0.649228,0.646267,0.643682,0.641598,0.640399,0.639993,0.639930,0.639928,0.639928,0.639928,0.639928
2.511886,0.829798,0.795774,0.762938,0.734734,0.712318,0.694972,0.681591,0.671272,0.663319,0.657194,0.652480,0.648705,0.645356,0.642596,0.640829,0.640089,0.639936,0.639928,0.639928,0.639928,0.639928
3.162278,0.858125,0.826082,0.791996,0.759535,0.731962,0.710162,0.693309,0.680309,0.670283,0.662558,0.656595,0.651818,0.647571,0.643966,0.641505,0.640326,0.639976,0.639929,0.639928,0.639928,0.639928
