# Program: /home/emthompson/DistanceConversion/RjbMeanVar.py
# Config file: Rjb_S14_mechR_ar1p0_seis0-15.ini
# Process start: 2015-11-04T09:22:15.333137
# Process finish: 2015-11-04T09:39:26.019216
# rup_dim_model = S14, mech = R, LW = False, AR = 1.0, ndip = 7, mindip = 0.523599, maxdip = 1.047198, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
39.810717,0.069751,0.123905,0.220020,0.390490,0.692549,1.227069,2.171166,3.833941,6.751214,11.930719,21.738466,40.088221,67.481868,97.041580,119.960622,133.616639,140.386982,143.581412,145.318696,146.436860,147.155257
50.118723,0.069797,0.124014,0.220281,0.391121,0.694075,1.230758,2.180160,3.856243,6.807716,12.091857,22.487287,44.216955,82.056340,129.919077,173.199938,202.464516,218.435926,226.205361,230.244972,232.689057,234.243262
63.095734,0.069833,0.124099,0.220487,0.391616,0.695268,1.233642,2.187140,3.873314,6.850289,12.210781,23.021241,47.450514,96.542210,169.065756,244.933836,302.646070,337.174666,354.878046,363.859702,368.950281,372.093324
79.432823,0.069861,0.124167,0.220649,0.392004,0.696202,1.235898,2.192593,3.886526,6.882773,12.299990,23.398452,49.959068,110.543426,213.940267,338.028590,444.809789,515.248506,553.723010,573.118723,583.597964,589.901869
100.000000,0.069883,0.124221,0.220776,0.392309,0.696935,1.237664,2.196859,3.896837,6.907843,12.367781,23.676672,51.879153,122.736477,261.292488,452.675063,640.625411,777.814037,858.154072,899.515217,921.223060,933.791141
125.892541,0.069901,0.124263,0.220877,0.392550,0.697512,1.239048,2.200197,3.904904,6.927379,12.419927,23.886091,53.240552,132.221566,308.153671,588.110981,901.586136,1156.414064,1318.357261,1405.530964,1450.420525,1475.335085
158.489319,0.069915,0.124297,0.220957,0.392741,0.697966,1.240137,2.202813,3.911215,6.942662,12.460450,24.045954,54.232056,139.725399,352.317484,739.189798,1233.599869,1687.311707,2003.575675,2183.984783,2276.837970,2326.651917
199.526231,0.069926,0.124323,0.221020,0.392891,0.698325,1.240995,2.204868,3.916157,6.954615,12.492111,24.169347,54.976065,145.293742,388.533147,892.944947,1634.197934,2408.608852,3004.878190,3369.639837,3562.738434,3663.838803
251.188643,0.069935,0.124344,0.221070,0.393010,0.698609,1.241672,2.206487,3.920039,6.963974,12.516867,24.265290,55.543478,149.285459,416.971868,1043.476393,2098.991361,3353.113137,4432.193484,5150.582795,5549.874819,5756.205924
316.227766,0.069942,0.124361,0.221110,0.393105,0.698834,1.242207,2.207764,3.923094,6.971319,12.536252,24.340174,55.980439,152.255592,439.080103,1177.194653,2595.061298,4523.532464,6405.241588,7782.138223,8595.407207,9020.314327
398.107171,0.069948,0.124374,0.221142,0.393179,0.699011,1.242630,2.208773,3.925503,6.977097,12.551467,24.398815,56.319684,154.510484,455.027792,1282.302503,3087.892417,5911.630389,9045.701781,11588.164453,13208.311226,14087.363495
501.187234,0.069952,0.124385,0.221167,0.393239,0.699152,1.242965,2.209572,3.927406,6.981651,12.563436,24.444911,56.584655,156.242733,466.718293,1365.556443,3554.861049,7467.423970,12416.276305,16936.333386,20087.374508,21892.122541
630.957344,0.069956,0.124393,0.221186,0.393286,0.699264,1.243231,2.210203,3.928911,6.985248,12.572871,24.481228,56.792513,157.585122,475.530131,1427.828525,3940.507378,9054.472499,16487.896980,24212.070403,30151.453949,33789.713190
794.328235,0.069959,0.124400,0.221202,0.393323,0.699353,1.243442,2.210704,3.930103,6.988091,12.580320,24.509892,56.956248,158.632780,482.271612,1472.741409,4243.393497,10608.268257,21216.431146,33750.062157,44508.317471,51671.115019
1000.000000,0.069961,0.124405,0.221215,0.393353,0.699423,1.243609,2.211101,3.931046,6.990341,12.586208,24.532546,57.085547,159.454205,487.478597,1506.236430,4479.104673,11992.157091,26268.462257,45571.469954,64353.328169,78091.931184
