# Process start: 2015-11-02T10:20:55.531858
# Process finish: 2015-11-02T11:55:27.201246
# rup_dim_model = WC94, mech = SS, LW = False, AR = 1.7, ndip = 4, mindip = 1.308997, maxdip = 1.570796, ntheta = 73, maxnx = 40, nz = 20
# neps = 7, trunc = 3, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,111.090236,109.440981,107.306840,104.546162,100.976824,96.365625,90.416014,82.756056,72.935145,60.478386,45.420282,30.458896,20.412148,16.574671,15.944852,15.922033,15.922033,15.922033,15.922033,15.922033,15.922033
0.125893,88.245986,86.935623,85.240114,83.046971,80.211554,76.548624,71.822613,65.738080,57.937111,48.042527,36.081784,24.197937,16.217807,13.169667,12.669376,12.651249,12.651249,12.651249,12.651249,12.651249,12.651249
0.158489,70.100951,69.059787,67.712694,65.970334,63.717846,60.808115,57.054024,52.220894,46.024438,38.165106,28.664771,19.225573,12.887043,10.465887,10.068471,10.054069,10.054069,10.054069,10.054069,10.054069,10.054069
0.199526,55.688760,54.861445,53.791115,52.406822,50.617347,48.305865,45.323770,41.484658,36.562730,30.320114,22.774258,15.277025,10.242553,8.319445,8.003740,7.992296,7.992296,7.992296,7.992296,7.992296,7.992296
0.251189,44.241819,43.584401,42.733928,41.634069,40.212378,38.376080,36.007174,32.957627,29.048116,24.089773,18.096553,12.142040,8.143539,6.616075,6.365272,6.356177,6.356177,6.356177,6.356177,6.356177,6.356177
0.316228,35.150451,34.628023,33.952220,33.078311,31.948776,30.489937,28.608092,26.185709,23.080413,19.142292,14.382547,9.653633,6.478112,5.264921,5.065654,5.058422,5.058422,5.058422,5.058422,5.058422,5.058422
0.398107,27.930453,27.515263,26.978240,26.283842,25.386398,24.227410,22.732472,20.808274,18.341820,15.214196,11.434451,7.679309,5.157683,4.194170,4.035830,4.030076,4.030076,4.030076,4.030076,4.030076,4.030076
0.501187,22.197317,21.867279,21.440506,20.888736,20.175686,19.254914,18.067351,16.538927,14.579986,12.096295,9.095259,6.113900,4.111871,3.346716,3.220869,3.216287,3.216287,3.216287,3.216287,3.216287,3.216287
0.630957,17.645753,17.383265,17.044034,16.605577,16.039044,15.307546,14.364202,13.150238,11.594549,9.622545,7.240393,4.874031,3.284966,2.677417,2.577358,2.573703,2.573703,2.573703,2.573703,2.573703,2.573703
0.794328,14.033423,13.824432,13.554645,13.206165,12.756045,12.174961,11.425695,10.461633,9.226438,7.661164,5.771062,3.893671,2.632951,2.150666,2.071071,2.068149,2.068149,2.068149,2.068149,2.068149,2.068149
1.000000,11.168038,11.001280,10.786478,10.509375,10.151709,9.690162,9.095169,8.329770,7.349387,6.107587,4.608968,3.120578,2.121041,1.738323,1.674950,1.672605,1.672605,1.672605,1.672605,1.672605,1.672605
1.258925,8.897113,8.763506,8.592092,8.371500,8.087187,7.720607,7.248272,6.640877,5.863203,4.878854,3.692073,2.513548,1.722041,1.418492,1.367943,1.366045,1.366045,1.366045,1.366045,1.366045,1.366045
1.584893,7.099811,6.992006,6.854611,6.678596,6.452363,6.161159,5.786332,5.304665,4.688385,3.909160,2.971228,2.039974,1.414590,1.174133,1.133684,1.132101,1.132099,1.132099,1.132099,1.132099,1.132099
1.995262,5.680338,5.592494,5.481513,5.340414,5.159988,4.928489,4.631115,4.249508,3.761848,3.146294,2.407493,1.675388,1.184593,0.995628,0.963460,0.962095,0.962087,0.962087,0.962087,0.962087,0.962087
2.511886,4.562578,4.490290,4.399662,4.285612,4.141041,3.956636,3.720657,3.418635,3.033536,2.548783,1.969709,1.399363,1.018868,0.872689,0.847497,0.846206,0.846156,0.846154,0.846154,0.846154,0.846154
3.162278,3.685882,3.626018,3.551199,3.457908,3.341056,3.193496,3.005971,2.767117,2.463764,2.083635,1.632766,1.192392,0.900526,0.788579,0.768702,0.767263,0.767115,0.767107,0.767107,0.767107,0.767107
3.981072,3.001874,2.952219,2.890056,2.812835,2.717169,2.598043,2.448424,2.259467,2.021109,1.724576,1.376474,1.040345,0.819375,0.734503,0.718549,0.716734,0.716354,0.716308,0.716306,0.716306,0.716306
5.011872,2.471961,2.430860,2.379200,2.314882,2.235561,2.138082,2.017664,1.867735,1.680743,1.450692,1.184424,0.930923,0.765538,0.701423,0.688125,0.685680,0.684932,0.684794,0.684786,0.684786,0.684786
6.309573,2.065284,2.031429,1.988689,1.935206,1.869057,1.788211,1.689922,1.569980,1.423082,1.245360,1.043434,0.854341,0.731631,0.682871,0.671072,0.667840,0.666553,0.666198,0.666160,0.666160,0.666160
7.943282,1.757026,1.729347,1.694259,1.650117,1.595172,1.527777,1.446396,1.349016,1.232707,1.095388,0.942998,0.802735,0.711502,0.673327,0.662045,0.657819,0.655800,0.655118,0.654995,0.654988,0.654988
10.000000,1.527048,1.504635,1.476125,1.440090,1.394950,1.339144,1.271451,1.191121,1.097474,0.990339,0.874900,0.770349,0.701233,0.669649,0.657880,0.652399,0.649553,0.648361,0.648051,0.648025,0.648025
12.589254,1.358804,1.340861,1.317976,1.288942,1.252380,1.206837,1.151053,1.084454,1.007540,0.921992,0.832813,0.753201,0.698663,0.670430,0.657294,0.650334,0.646458,0.644597,0.643990,0.643885,0.643880
15.848932,1.238539,1.224349,1.206215,1.183143,1.153972,1.117424,1.072254,1.017649,0.953986,0.883658,0.811975,0.748410,0.702280,0.674622,0.659216,0.650333,0.645236,0.642596,0.641515,0.641260,0.641244
19.952623,1.154764,1.143671,1.129474,1.111374,1.088423,1.059543,1.023614,0.979695,0.927591,0.868975,0.808668,0.754215,0.711480,0.681968,0.663305,0.652068,0.645513,0.641875,0.640183,0.639652,0.639569
25.118864,1.097960,1.089370,1.078363,1.064309,1.046447,1.023900,0.995709,0.960966,0.919133,0.870793,0.819029,0.769399,0.726220,0.692650,0.669666,0.655457,0.647059,0.642292,0.639841,0.638878,0.638678
31.622777,1.060447,1.053837,1.045357,1.034515,1.020710,1.003236,0.981297,0.954086,0.920951,0.881816,0.837959,0.792019,0.746414,0.706848,0.678259,0.660318,0.649685,0.643517,0.640129,0.638602,0.638148
39.810717,1.036277,1.031203,1.024687,1.016345,1.005704,0.992200,0.975182,0.953952,0.927856,0.896509,0.860102,0.818577,0.771159,0.724887,0.689450,0.666841,0.653358,0.645456,0.641002,0.638729,0.637892
50.118723,1.021050,1.017153,1.012144,1.005721,0.997513,0.987069,0.973860,0.957291,0.936754,0.911735,0.881878,0.845361,0.798315,0.746626,0.703685,0.675294,0.658279,0.648255,0.642443,0.639299,0.637935
63.095734,1.011661,1.008659,1.004796,0.999836,0.993485,0.985383,0.975100,0.962135,0.945942,0.925985,0.901673,0.870396,0.825886,0.771170,0.721172,0.686074,0.664621,0.651904,0.644480,0.640298,0.638212
79.432823,1.005997,1.003675,1.000683,0.996836,0.991901,0.985589,0.977551,0.967370,0.954570,0.938639,0.918923,0.892649,0.852390,0.797754,0.742143,0.699663,0.672718,0.656650,0.647200,0.641726,0.638826
100.000000,1.002670,1.000865,0.998537,0.995539,0.991687,0.986749,0.980442,0.972419,0.962276,0.949549,0.933604,0.911821,0.876655,0.824733,0.766001,0.716443,0.682999,0.662729,0.650736,0.643750,0.639832
