# Process start: 2015-11-01T18:58:54.893578
# Process finish: 2015-11-02T05:12:29.577605
# rup_dim_model = WC94, mech = A, LW = False, AR = 1.7, ndip = 19, mindip = 0.000000, maxdip = 1.570796, ntheta = 73, maxnx = 40, nz = 20
# neps = 7, trunc = 3, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,99.807639,98.956638,97.874570,96.505001,94.781279,92.626997,89.958681,86.693179,82.765866,78.181263,73.011097,66.458631,58.268795,50.868383,48.272580,50.017191,53.237205,55.666370,57.493401,58.892319,59.991986
0.125893,79.282651,78.606444,77.746717,76.658644,75.289281,73.577934,71.458292,68.864304,65.744639,62.102893,57.996048,52.791274,46.285993,40.407857,38.346096,39.731944,42.289688,44.219241,45.670502,46.781701,47.655197
0.158489,62.979746,62.442328,61.759167,60.894649,59.806719,58.447166,56.763318,54.702704,52.224552,49.331725,46.069492,41.935205,36.767977,32.098980,30.461400,31.562264,33.593948,35.126644,36.279420,37.162076,37.855918
0.199526,50.030732,49.603493,49.060523,48.373527,47.509094,46.428931,45.091201,43.454224,41.485612,39.187649,36.596298,33.312307,29.207903,25.499314,24.198644,25.073130,26.686949,27.904410,28.820090,29.521207,30.072345
0.251189,39.746028,39.406222,38.974534,38.428480,37.741515,36.883220,35.820362,34.519841,32.955933,31.130458,29.071986,26.463391,23.203186,20.257448,19.224365,19.919023,21.200919,22.167977,22.895326,23.452241,23.890024
0.316228,31.577940,31.307479,30.964088,30.529900,29.983824,29.301692,28.457105,27.423775,26.181280,24.731076,23.095860,21.023720,18.434041,16.094212,15.273659,15.825464,16.843701,17.611857,18.189607,18.631979,18.979721
0.398107,25.091497,24.875986,24.602608,24.257165,23.822898,23.280604,22.609312,21.788142,20.800883,19.648717,18.349670,16.703621,14.646516,12.787929,12.136170,12.574496,13.383299,13.993461,14.452380,14.803766,15.079986
0.501187,19.941291,19.769258,19.551336,19.276241,18.930655,18.499319,17.965573,17.312831,16.528229,15.612731,14.580666,13.273035,11.638923,10.162556,9.644845,9.993023,10.635466,11.120127,11.484654,11.763767,11.983174
0.630957,15.853086,15.715371,15.541298,15.321896,15.046580,14.703226,14.278597,13.759522,13.135791,12.408200,11.588142,10.549279,9.251113,8.078300,7.667028,7.943582,8.453875,8.838845,9.128394,9.350096,9.524375
0.794328,12.609215,12.498480,12.358976,12.183573,11.963856,11.690188,11.352054,10.938996,10.442917,9.864483,9.212751,8.387332,7.355986,6.424254,6.097463,6.317075,6.722378,7.028159,7.258148,7.434248,7.572680
1.000000,10.036999,9.947325,9.834945,9.694181,9.518343,9.299772,9.030112,8.701061,8.306207,7.846123,7.328006,6.672056,5.852598,5.112333,4.852601,5.026911,5.348769,5.591639,5.774316,5.914192,6.024148
1.258925,7.999546,7.926116,7.834842,7.721195,7.579847,7.404708,7.189139,6.926554,6.611883,6.245636,5.833543,5.312129,4.660889,4.072640,3.866136,4.004414,4.259930,4.452796,4.597890,4.708990,4.796327
1.584893,6.388398,6.327289,6.252209,6.159588,6.045170,5.904104,5.731119,5.520989,5.269720,4.977788,4.649764,4.235142,3.717458,3.249862,3.085544,3.195145,3.397908,3.551007,3.666225,3.754467,3.823836
1.995262,5.117563,5.065711,5.002810,4.926229,4.832607,4.718068,4.578418,4.409520,4.208237,3.975040,3.713654,3.383914,2.972484,2.600801,2.469915,2.556628,2.717425,2.838891,2.930341,3.000410,3.055505
2.511886,4.118674,4.073919,4.020060,3.955428,3.877569,3.783422,3.669636,3.532937,3.370878,3.183944,2.975292,2.713033,2.386208,2.090805,1.986372,2.054736,2.182090,2.278387,2.350926,2.406535,2.450283
3.162278,3.337198,3.298202,3.251223,3.195345,3.129109,3.050308,2.956301,2.844487,2.712971,2.562265,2.395081,2.186081,1.926173,1.691102,1.607418,1.660972,1.761593,1.837817,1.895293,1.939384,1.974096
3.981072,2.729573,2.695551,2.654206,2.604933,2.547085,2.479470,2.400229,2.307330,2.199308,2.076702,1.941853,1.774612,1.567363,1.379795,1.312216,1.353681,1.432834,1.492985,1.538440,1.573355,1.600872
5.011872,2.260973,2.231409,2.195069,2.151278,2.099702,2.040026,1.971409,1.892499,1.802197,1.701044,1.591044,1.456128,1.289893,1.139394,1.084069,1.115488,1.177272,1.224488,1.260305,1.287887,1.309658
6.309573,1.903470,1.877961,1.846262,1.807519,1.761249,1.707455,1.646237,1.577235,1.499873,1.414688,1.323345,1.213012,1.078320,0.956407,0.910111,0.932978,0.980525,1.017201,1.045222,1.066903,1.084070
7.943282,1.634509,1.612703,1.585349,1.551478,1.510322,1.461639,1.405850,1.343588,1.275193,1.201401,1.123546,1.031368,0.920420,0.820084,0.780025,0.795350,0.831023,0.858972,0.880606,0.897504,0.910967
10.000000,1.435692,1.417255,1.393947,1.364772,1.328773,1.285294,1.234395,1.177020,1.114513,1.048296,0.979607,0.900258,0.806644,0.722049,0.685720,0.694082,0.719621,0.740161,0.756430,0.769376,0.779814
12.589254,1.291834,1.276431,1.256840,1.232106,1.201211,1.163222,1.117629,1.064868,1.006544,0.944966,0.881876,0.810999,0.729470,0.655746,0.620852,0.622444,0.639034,0.653085,0.664700,0.674285,0.682210
15.848932,1.190294,1.177584,1.161339,1.140696,1.114669,1.082226,1.042478,0.995098,0.940984,0.882559,0.822420,0.756530,0.682841,0.615898,0.580284,0.574932,0.583297,0.591459,0.598875,0.605476,0.611240
19.952623,1.120554,1.110186,1.096887,1.079901,1.058337,1.031187,0.997420,0.956211,0.907456,0.852596,0.794309,0.730970,0.661820,0.598318,0.559993,0.547243,0.547706,0.550273,0.553727,0.557543,0.561345
25.118864,1.074001,1.065625,1.054852,1.041042,1.023419,1.001069,0.972975,0.938122,0.895767,0.846067,0.790569,0.728987,0.662152,0.599531,0.556800,0.535979,0.528493,0.525513,0.525083,0.526176,0.528096
31.622777,1.043793,1.037077,1.028422,1.017295,1.003041,0.984867,0.961848,0.932965,0.897233,0.854010,0.803400,0.744803,0.679600,0.616226,0.567930,0.538467,0.522779,0.514055,0.509640,0.507950,0.507957
39.810717,1.024727,1.019371,1.012456,1.003547,0.992100,0.977447,0.958783,0.935176,0.905614,0.869149,0.825021,0.771648,0.709266,0.644922,0.590798,0.552603,0.528479,0.513614,0.504965,0.500341,0.498326
50.118723,1.013024,1.008765,1.003260,0.996155,0.987005,0.975256,0.960228,0.941105,0.916953,0.886770,0.849481,0.802914,0.745534,0.681802,0.622812,0.576527,0.544115,0.522729,0.509444,0.501627,0.497412
63.095734,1.006053,1.002673,0.998298,0.992645,0.985352,0.975964,0.963917,0.948518,0.928945,0.904259,0.873342,0.833902,0.783112,0.722465,0.660910,0.608042,0.568018,0.539998,0.521659,0.510288,0.503623
79.432823,1.002051,0.999370,0.995898,0.991406,0.985602,0.978117,0.968486,0.956133,0.940357,0.920324,0.894994,0.862208,0.818540,0.763041,0.701757,0.644494,0.598015,0.563674,0.540062,0.524746,0.515326
100.000000,0.999869,0.997744,0.994989,0.991422,0.986808,0.980847,0.973162,0.963279,0.950609,0.934439,0.913850,0.886924,0.850155,0.800945,0.742408,0.683221,0.631808,0.591819,0.563031,0.543510,0.530979
125.892541,0.998778,0.997093,0.994907,0.992075,0.988408,0.983666,0.977541,0.969647,0.959500,0.946497,0.929854,0.907923,0.877448,0.834952,0.780969,0.722088,0.667374,0.622584,0.588982,0.565250,0.549365
158.489319,0.998321,0.996984,0.995250,0.993002,0.990089,0.986318,0.981441,0.975144,0.967031,0.956604,0.943204,0.925448,0.900462,0.864513,0.816187,0.759547,0.703161,0.654497,0.616533,0.588771,0.569448
199.526231,0.998218,0.997157,0.995782,0.993997,0.991683,0.988685,0.984803,0.979785,0.973308,0.964963,0.954206,0.939894,0.919568,0.889663,0.847556,0.794754,0.738245,0.686577,0.644657,0.613054,0.590332
251.188643,0.998301,0.997459,0.996367,0.994950,0.993112,0.990729,0.987641,0.983645,0.978479,0.971811,0.963195,0.951695,0.935253,0.910667,0.874782,0.826999,0.771994,0.718328,0.672799,0.637501,0.611511
