# Program: /home/emthompson/DistanceConversion/RjbMeanVar.py
# Config file: Rjb_WC94_mechN_ar1p7_seis0-20.ini
# Process start: 2015-11-03T11:11:57.602668
# Process finish: 2015-11-03T11:25:38.800722
# rup_dim_model = WC94, mech = N, LW = False, AR = 1.7, ndip = 5, mindip = 0.698132, maxdip = 1.047198, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,0.042053,0.033776,0.027333,0.022484,0.019065,0.016698,0.014994,0.013836,0.013220,0.013002,0.012959,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956
0.125893,0.052337,0.041824,0.033599,0.027196,0.022384,0.018996,0.016651,0.014960,0.013814,0.013211,0.012999,0.012959,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956
0.158489,0.065343,0.052048,0.041597,0.033422,0.027059,0.022285,0.018929,0.016604,0.014925,0.013794,0.013202,0.012997,0.012958,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956
0.199526,0.081732,0.064977,0.051760,0.041372,0.033246,0.026924,0.022187,0.018863,0.016557,0.014892,0.013773,0.013192,0.012995,0.012958,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956,0.012956
0.251189,0.102325,0.081271,0.064613,0.051473,0.041148,0.033071,0.026791,0.022090,0.018798,0.016510,0.014858,0.013755,0.013192,0.013011,0.012981,0.012979,0.012979,0.012979,0.012979,0.012979,0.012979
0.316228,0.128123,0.101748,0.080812,0.064253,0.051189,0.040927,0.032898,0.026659,0.021994,0.018734,0.016465,0.014847,0.013822,0.013367,0.013254,0.013245,0.013245,0.013245,0.013245,0.013245,0.013245
0.398107,0.160330,0.127402,0.101173,0.080358,0.063894,0.050907,0.040706,0.032727,0.026527,0.021901,0.018674,0.016470,0.015026,0.014274,0.014024,0.013986,0.013984,0.013984,0.013984,0.013984,0.013984
0.501187,0.200403,0.159435,0.126684,0.100602,0.079907,0.063538,0.050627,0.040485,0.032558,0.026396,0.021812,0.018671,0.016714,0.015706,0.015341,0.015269,0.015264,0.015264,0.015264,0.015264,0.015264
0.630957,0.249747,0.199292,0.158544,0.125971,0.100035,0.079458,0.063183,0.050349,0.040268,0.032390,0.026271,0.021802,0.018992,0.017624,0.017168,0.017083,0.017077,0.017077,0.017077,0.017077,0.017077
0.794328,0.308715,0.248392,0.198187,0.157657,0.125261,0.099474,0.079013,0.062832,0.050072,0.040052,0.032229,0.026248,0.022215,0.020166,0.019489,0.019373,0.019365,0.019365,0.019365,0.019365,0.019365
1.000000,0.375389,0.307135,0.247044,0.197087,0.156774,0.124557,0.098915,0.078570,0.062484,0.049795,0.039848,0.032194,0.026764,0.023712,0.022570,0.022343,0.022328,0.022328,0.022328,0.022328,0.022328
1.258925,0.445852,0.373658,0.305558,0.245701,0.195994,0.155895,0.123857,0.098359,0.078131,0.062138,0.049528,0.039766,0.032718,0.028483,0.026669,0.026214,0.026169,0.026168,0.026168,0.026168,0.026168
1.584893,0.516401,0.444077,0.371931,0.303986,0.244364,0.194909,0.155021,0.123164,0.097806,0.077696,0.061804,0.049419,0.040381,0.034761,0.032071,0.031211,0.031060,0.031051,0.031051,0.031051,0.031051
1.995262,0.584996,0.514656,0.442303,0.370205,0.302419,0.243033,0.193827,0.154152,0.122475,0.097256,0.077278,0.061675,0.050186,0.042838,0.039040,0.037601,0.037252,0.037217,0.037216,0.037216,0.037216
2.511886,0.650222,0.583316,0.512908,0.440527,0.368483,0.300856,0.241710,0.192749,0.153289,0.121790,0.096727,0.077100,0.062588,0.053190,0.048114,0.045895,0.045181,0.045047,0.045039,0.045039,0.045039
3.162278,0.710050,0.648648,0.581633,0.511160,0.438753,0.366762,0.299297,0.240397,0.191676,0.152435,0.121125,0.096511,0.078272,0.066378,0.059731,0.056524,0.055272,0.054951,0.054919,0.054918,0.054918
3.981072,0.762571,0.708638,0.647070,0.579948,0.509412,0.436978,0.365043,0.297744,0.239088,0.190608,0.151612,0.120852,0.097974,0.082979,0.074474,0.070147,0.068168,0.067500,0.067374,0.067366,0.067366
5.011872,0.807112,0.761355,0.707221,0.645489,0.578260,0.507661,0.435205,0.363325,0.296198,0.237784,0.189581,0.151274,0.122681,0.103881,0.093144,0.087465,0.084583,0.083400,0.083098,0.083069,0.083068
6.309573,0.844130,0.806093,0.760134,0.705799,0.643905,0.576571,0.505908,0.433433,0.361610,0.294658,0.236525,0.189165,0.153568,0.130092,0.116609,0.109362,0.105468,0.103599,0.102965,0.102847,0.102841
7.943282,0.874533,0.843290,0.805070,0.758908,0.704372,0.642316,0.574880,0.504154,0.431658,0.359899,0.293176,0.236030,0.192069,0.162892,0.146097,0.136997,0.131895,0.129177,0.128056,0.127774,0.127747
