# Program: /home/emthompson/DistanceConversion/RjbMeanVar.py
# Config file: Rjb_WC94_mechA_ar1p0_seis0-15.ini
# Process start: 2015-11-03T09:35:18.413498
# Process finish: 2015-11-03T10:19:47.079883
# rup_dim_model = WC94, mech = A, LW = False, AR = 1.0, ndip = 19, mindip = 0.000000, maxdip = 1.570796, ntheta = 73, maxnx = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
39.810717,0.983961,0.979187,0.973003,0.965002,0.954665,0.941332,0.924175,0.902164,0.873961,0.837282,0.788724,0.726734,0.656203,0.587768,0.530973,0.489297,0.460925,0.442269,0.430233,0.422672,0.418149
50.118723,0.987248,0.983447,0.978521,0.972141,0.963888,0.953227,0.939480,0.921795,0.899045,0.869223,0.828951,0.775358,0.710464,0.642625,0.581827,0.534097,0.500150,0.477411,0.462611,0.453189,0.447422
63.095734,0.989863,0.986839,0.982917,0.977835,0.971253,0.962740,0.951745,0.937570,0.919281,0.895165,0.862125,0.816683,0.758575,0.693582,0.631188,0.578885,0.539519,0.512165,0.494079,0.482431,0.475165
79.432823,0.991943,0.989538,0.986417,0.982371,0.977126,0.970336,0.961555,0.950216,0.935551,0.916126,0.889231,0.851303,0.800451,0.739815,0.677661,0.622423,0.578506,0.546453,0.524579,0.510281,0.501233
100.000000,0.993598,0.991685,0.989203,0.985982,0.981806,0.976395,0.969390,0.960333,0.948597,0.932999,0.911231,0.879972,0.836410,0.781255,0.720765,0.663813,0.616383,0.580162,0.554349,0.536980,0.525806
125.892541,0.994913,0.993392,0.991418,0.988856,0.985533,0.981224,0.975641,0.968415,0.959038,0.946542,0.928998,0.903465,0.866802,0.817838,0.760373,0.702766,0.652537,0.612740,0.583177,0.562479,0.548813
158.489319,0.995958,0.994749,0.993180,0.991143,0.988499,0.985070,0.980624,0.974864,0.967381,0.957387,0.943293,0.922576,0.892174,0.849733,0.796563,0.739428,0.686890,0.643854,0.610944,0.587024,0.570634
199.526231,0.996788,0.995828,0.994580,0.992961,0.990858,0.988130,0.984592,0.980004,0.974039,0.966058,0.954762,0.938034,0.913091,0.877038,0.829143,0.773873,0.719746,0.673591,0.637504,0.610658,0.591609
251.188643,0.997448,0.996685,0.995694,0.994406,0.992735,0.990565,0.987750,0.984098,0.979346,0.972981,0.963945,0.950487,0.930182,0.900076,0.858047,0.806056,0.751399,0.702318,0.662907,0.633134,0.611507
316.227766,0.997973,0.997366,0.996579,0.995555,0.994227,0.992502,0.990263,0.987357,0.983574,0.978502,0.971284,0.960487,0.944052,0.919228,0.883186,0.835694,0.781921,0.730478,0.687561,0.654603,0.630332
398.107171,0.998390,0.997908,0.997282,0.996469,0.995413,0.994041,0.992261,0.989950,0.986940,0.982901,0.977143,0.968498,0.955252,0.934970,0.904649,0.862470,0.811109,0.758325,0.711992,0.675498,0.648315
501.187234,0.998721,0.998338,0.997841,0.997194,0.996355,0.995265,0.993850,0.992013,0.989618,0.986403,0.981814,0.974905,0.964262,0.947802,0.922670,0.886161,0.838625,0.785898,0.736598,0.696295,0.665813
630.957344,0.998984,0.998680,0.998284,0.997771,0.997104,0.996238,0.995113,0.993652,0.991749,0.989191,0.985536,0.980021,0.971492,0.958197,0.937585,0.906642,0.863937,0.812873,0.761579,0.717492,0.683311
794.328235,0.999193,0.998951,0.998637,0.998229,0.997699,0.997011,0.996117,0.994956,0.993443,0.991408,0.988499,0.984102,0.977279,0.966581,0.949806,0.924023,0.886719,0.838865,0.786925,0.739416,0.701235
1000.000000,0.999359,0.999167,0.998917,0.998593,0.998172,0.997626,0.996915,0.995992,0.994789,0.993172,0.990857,0.987354,0.981905,0.973321,0.959744,0.938517,0.906666,0.863208,0.812267,0.762225,0.720002
